backbone,category,n_fit,seed,alpha_ok,false_alarm_rate,miss_rate,unsure_rate,unsure_rate_good,unsure_rate_defect,accuracy_on_decided
wrn50,screw,256,3,0.1,0.024390243902439025,0.08403361344537816,0.16875,0.24390243902439024,0.14285714285714285,0.9172932330827067
wrn50,screw,256,3,0.15,0.024390243902439025,0.025210084033613446,0.2375,0.34146341463414637,0.20168067226890757,0.9672131147540983
wrn50,screw,256,3,0.2,0.024390243902439025,0.0,0.28125,0.43902439024390244,0.226890756302521,0.991304347826087
wrn50,screw,256,3,0.25,0.024390243902439025,0.0,0.29375,0.4878048780487805,0.226890756302521,0.9911504424778761
wrn50,screw,256,3,0.3,0.024390243902439025,0.0,0.30625,0.5365853658536586,0.226890756302521,0.990990990990991
wrn50,screw,256,3,0.35,0.024390243902439025,0.0,0.30625,0.5365853658536586,0.226890756302521,0.990990990990991
wrn50,screw,256,3,0.4,0.024390243902439025,0.0,0.3375,0.6585365853658537,0.226890756302521,0.9905660377358491
wrn50,screw,256,3,0.45,0.024390243902439025,0.0,0.34375,0.6829268292682927,0.226890756302521,0.9904761904761905
wrn50,screw,256,3,0.5,0.024390243902439025,0.0,0.35,0.7073170731707317,0.226890756302521,0.9903846153846154
wrn50,screw,256,3,0.55,0.024390243902439025,0.0,0.35,0.7073170731707317,0.226890756302521,0.9903846153846154
wrn50,screw,256,3,0.6,0.024390243902439025,0.0,0.375,0.8048780487804879,0.226890756302521,0.99
wrn50,screw,256,4,0.05,0.024390243902439025,0.3697478991596639,0.0,0.0,0.0,0.71875
wrn50,screw,256,4,0.1,0.024390243902439025,0.14285714285714285,0.19375,0.0975609756097561,0.226890756302521,0.8604651162790697
wrn50,screw,256,4,0.15,0.024390243902439025,0.1092436974789916,0.23125,0.14634146341463414,0.2605042016806723,0.8861788617886179
wrn50,screw,256,4,0.2,0.024390243902439025,0.025210084033613446,0.31875,0.24390243902439024,0.3445378151260504,0.963302752293578
wrn50,screw,256,4,0.25,0.024390243902439025,0.025210084033613446,0.3375,0.3170731707317073,0.3445378151260504,0.9622641509433962
wrn50,screw,256,4,0.3,0.024390243902439025,0.01680672268907563,0.34375,0.3170731707317073,0.35294117647058826,0.9714285714285714
wrn50,screw,256,4,0.35,0.024390243902439025,0.01680672268907563,0.34375,0.3170731707317073,0.35294117647058826,0.9714285714285714
wrn50,screw,256,4,0.4,0.024390243902439025,0.0,0.40625,0.5121951219512195,0.3697478991596639,0.9894736842105263
wrn50,screw,256,4,0.45,0.024390243902439025,0.0,0.425,0.5853658536585366,0.3697478991596639,0.9891304347826086
wrn50,screw,256,4,0.5,0.024390243902439025,0.0,0.4375,0.6341463414634146,0.3697478991596639,0.9888888888888889
wrn50,screw,256,4,0.55,0.024390243902439025,0.0,0.45,0.6829268292682927,0.3697478991596639,0.9886363636363636
wrn50,screw,256,4,0.6,0.024390243902439025,0.0,0.475,0.7804878048780488,0.3697478991596639,0.9880952380952381
wrn50,screw_s320,256,0,0.05,0.0975609756097561,0.03361344537815126,0.0,0.0,0.0,0.95
wrn50,screw_s320,256,0,0.1,0.0975609756097561,0.025210084033613446,0.025,0.07317073170731707,0.008403361344537815,0.9551282051282052
wrn50,screw_s320,256,0,0.15,0.0975609756097561,0.008403361344537815,0.0625,0.17073170731707318,0.025210084033613446,0.9666666666666667
wrn50,screw_s320,256,0,0.2,0.0975609756097561,0.008403361344537815,0.075,0.21951219512195122,0.025210084033613446,0.9662162162162162
wrn50,screw_s320,256,0,0.25,0.0975609756097561,0.008403361344537815,0.08125,0.24390243902439024,0.025210084033613446,0.9659863945578231
wrn50,screw_s320,256,0,0.3,0.0975609756097561,0.008403361344537815,0.08125,0.24390243902439024,0.025210084033613446,0.9659863945578231
wrn50,screw_s320,256,0,0.35,0.0975609756097561,0.008403361344537815,0.0875,0.2682926829268293,0.025210084033613446,0.9657534246575342
wrn50,screw_s320,256,0,0.4,0.0975609756097561,0.008403361344537815,0.10625,0.34146341463414637,0.025210084033613446,0.965034965034965
wrn50,screw_s320,256,0,0.45,0.0975609756097561,0.0,0.1375,0.43902439024390244,0.03361344537815126,0.9710144927536232
wrn50,screw_s320,256,0,0.5,0.0975609756097561,0.0,0.14375,0.4634146341463415,0.03361344537815126,0.9708029197080292
wrn50,screw_s320,256,0,0.55,0.0975609756097561,0.0,0.1625,0.5365853658536586,0.03361344537815126,0.9701492537313433
wrn50,screw_s320,256,0,0.6,0.0975609756097561,0.0,0.16875,0.5609756097560976,0.03361344537815126,0.9699248120300752
wrn50,screw_s320,256,1,0.05,0.04878048780487805,0.058823529411764705,0.0,0.0,0.0,0.94375
wrn50,screw_s320,256,1,0.1,0.04878048780487805,0.04201680672268908,0.03125,0.07317073170731707,0.01680672268907563,0.9548387096774194
wrn50,screw_s320,256,1,0.15,0.04878048780487805,0.01680672268907563,0.05625,0.0975609756097561,0.04201680672268908,0.9735099337748344
wrn50,screw_s320,256,1,0.2,0.04878048780487805,0.008403361344537815,0.075,0.14634146341463414,0.05042016806722689,0.9797297297297297
wrn50,screw_s320,256,1,0.25,0.04878048780487805,0.0,0.08125,0.14634146341463414,0.058823529411764705,0.9863945578231292
wrn50,screw_s320,256,1,0.3,0.04878048780487805,0.0,0.125,0.3170731707317073,0.058823529411764705,0.9857142857142858
wrn50,screw_s320,256,1,0.35,0.04878048780487805,0.0,0.125,0.3170731707317073,0.058823529411764705,0.9857142857142858
wrn50,screw_s320,256,1,0.4,0.04878048780487805,0.0,0.1375,0.36585365853658536,0.058823529411764705,0.9855072463768116
wrn50,screw_s320,256,1,0.45,0.04878048780487805,0.0,0.1625,0.4634146341463415,0.058823529411764705,0.9850746268656716
wrn50,screw_s320,256,1,0.5,0.04878048780487805,0.0,0.18125,0.5365853658536586,0.058823529411764705,0.9847328244274809
wrn50,screw_s320,256,1,0.55,0.04878048780487805,0.0,0.2,0.6097560975609756,0.058823529411764705,0.984375
wrn50,screw_s320,256,1,0.6,0.04878048780487805,0.0,0.2,0.6097560975609756,0.058823529411764705,0.984375
wrn50,screw_s320,256,2,0.05,0.04878048780487805,0.058823529411764705,0.0,0.0,0.0,0.94375
wrn50,screw_s320,256,2,0.1,0.04878048780487805,0.01680672268907563,0.0625,0.12195121951219512,0.04201680672268908,0.9733333333333334
wrn50,screw_s320,256,2,0.15,0.04878048780487805,0.01680672268907563,0.0625,0.12195121951219512,0.04201680672268908,0.9733333333333334
wrn50,screw_s320,256,2,0.2,0.04878048780487805,0.008403361344537815,0.06875,0.12195121951219512,0.05042016806722689,0.9798657718120806
wrn50,screw_s320,256,2,0.25,0.04878048780487805,0.008403361344537815,0.08125,0.17073170731707318,0.05042016806722689,0.9795918367346939
wrn50,screw_s320,256,2,0.3,0.04878048780487805,0.008403361344537815,0.0875,0.1951219512195122,0.05042016806722689,0.9794520547945206
wrn50,screw_s320,256,2,0.35,0.04878048780487805,0.0,0.15,0.4146341463414634,0.058823529411764705,0.9852941176470589
wrn50,screw_s320,256,2,0.4,0.04878048780487805,0.0,0.1625,0.4634146341463415,0.058823529411764705,0.9850746268656716
wrn50,screw_s320,256,2,0.45,0.04878048780487805,0.0,0.19375,0.5853658536585366,0.058823529411764705,0.9844961240310077
wrn50,screw_s320,256,2,0.5,0.04878048780487805,0.0,0.2,0.6097560975609756,0.058823529411764705,0.984375
wrn50,screw_s320,256,2,0.55,0.04878048780487805,0.0,0.2125,0.6585365853658537,0.058823529411764705,0.9841269841269841
wrn50,screw_s320,256,2,0.6,0.04878048780487805,0.0,0.2375,0.7560975609756098,0.058823529411764705,0.9836065573770492
wrn50,screw_s320,256,3,0.05,0.04878048780487805,0.058823529411764705,0.0,0.0,0.0,0.94375
wrn50,screw_s320,256,3,0.1,0.04878048780487805,0.01680672268907563,0.05,0.07317073170731707,0.04201680672268908,0.9736842105263158
wrn50,screw_s320,256,3,0.15,0.04878048780487805,0.008403361344537815,0.075,0.14634146341463414,0.05042016806722689,0.9797297297297297
wrn50,screw_s320,256,3,0.2,0.04878048780487805,0.0,0.125,0.3170731707317073,0.058823529411764705,0.9857142857142858
wrn50,screw_s320,256,3,0.25,0.04878048780487805,0.0,0.1375,0.36585365853658536,0.058823529411764705,0.9855072463768116
wrn50,screw_s320,256,3,0.3,0.04878048780487805,0.0,0.15,0.4146341463414634,0.058823529411764705,0.9852941176470589
wrn50,screw_s320,256,3,0.35,0.04878048780487805,0.0,0.15625,0.43902439024390244,0.058823529411764705,0.9851851851851852
wrn50,screw_s320,256,3,0.4,0.04878048780487805,0.0,0.175,0.5121951219512195,0.058823529411764705,0.9848484848484849
wrn50,screw_s320,256,3,0.45,0.04878048780487805,0.0,0.1875,0.5609756097560976,0.058823529411764705,0.9846153846153847
wrn50,screw_s320,256,3,0.5,0.04878048780487805,0.0,0.20625,0.6341463414634146,0.058823529411764705,0.984251968503937
wrn50,screw_s320,256,3,0.55,0.04878048780487805,0.0,0.23125,0.7317073170731707,0.058823529411764705,0.983739837398374
wrn50,screw_s320,256,3,0.6,0.04878048780487805,0.0,0.25,0.8048780487804879,0.058823529411764705,0.9833333333333333
wrn50,screw_s320,256,4,0.05,0.04878048780487805,0.13445378151260504,0.0,0.0,0.0,0.8875
wrn50,screw_s320,256,4,0.1,0.04878048780487805,0.05042016806722689,0.0625,0.0,0.08403361344537816,0.9466666666666667
wrn50,screw_s320,256,4,0.15,0.04878048780487805,0.008403361344537815,0.11875,0.0975609756097561,0.12605042016806722,0.9787234042553191
wrn50,screw_s320,256,4,0.2,0.04878048780487805,0.0,0.15,0.1951219512195122,0.13445378151260504,0.9852941176470589
wrn50,screw_s320,256,4,0.25,0.04878048780487805,0.0,0.1625,0.24390243902439024,0.13445378151260504,0.9850746268656716
wrn50,screw_s320,256,4,0.3,0.04878048780487805,0.0,0.18125,0.3170731707317073,0.13445378151260504,0.9847328244274809
wrn50,screw_s320,256,4,0.35,0.04878048780487805,0.0,0.20625,0.4146341463414634,0.13445378151260504,0.984251968503937
wrn50,screw_s320,256,4,0.4,0.04878048780487805,0.0,0.23125,0.5121951219512195,0.13445378151260504,0.983739837398374
wrn50,screw_s320,256,4,0.45,0.04878048780487805,0.0,0.23125,0.5121951219512195,0.13445378151260504,0.983739837398374
wrn50,screw_s320,256,4,0.5,0.04878048780487805,0.0,0.25,0.5853658536585366,0.13445378151260504,0.9833333333333333
wrn50,screw_s320,256,4,0.55,0.04878048780487805,0.0,0.25625,0.6097560975609756,0.13445378151260504,0.9831932773109243
wrn50,screw_s320,256,4,0.6,0.04878048780487805,0.0,0.26875,0.6585365853658537,0.13445378151260504,0.9829059829059829
